id,cycle,setting1,setting2,setting3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,RUL
1,230,25.007,0.6214,60.0,462.54,537.66,1264.31,1046.41,7.05,8.99,176.56,1915.66,8023.1,0.94,36.87,166.19,2028.53,7890.31,10.7615,0.02,308,1915,84.93,14.41,8.6329,22
2,153,41.9989,0.84,100.0,445.0,549.96,1354.05,1133.55,3.91,5.72,139.03,2211.69,8310.36,1.02,42.29,130.17,2387.72,8073.44,9.3925,0.02,331,2212,100.0,10.58,6.4325,39
3,141,42.0005,0.8401,100.0,445.0,549.47,1341.06,1118.9,3.91,5.69,139.26,2212.04,8331.13,1.02,41.82,130.73,2388.18,8095.58,9.2974,0.02,330,2212,100.0,10.61,6.3488,107
4,208,25.0018,0.6207,60.0,462.54,536.06,1253.49,1038.53,7.05,9.0,175.63,1915.39,8012.46,0.94,36.57,164.91,2028.3,7878.63,10.8396,0.02,306,1915,84.93,14.41,8.5696,75
5,51,25.0039,0.62,60.0,462.54,537.36,1263.6,1052.52,7.05,9.03,175.53,1915.36,8011.76,0.94,37.11,164.95,2028.24,7873.75,10.9094,0.02,307,1915,84.93,14.19,8.6248,149
6,146,35.0051,0.84,100.0,449.44,555.0,1365.69,1123.73,5.48,7.99,195.46,2223.04,8354.95,1.03,41.92,184.31,2388.14,8071.33,9.2369,0.02,333,2223,100.0,14.82,9.006,78
7,54,0.0018,0.0009,100.0,518.67,642.74,1589.94,1409.08,14.62,21.61,553.53,2388.15,9051.39,1.3,47.56,521.22,2388.1,8135.16,8.4542,0.03,395,2388,100.0,38.76,23.3502,94
8,248,35.0065,0.84,100.0,449.44,556.31,1377.94,1138.95,5.48,8.01,194.17,2223.87,8407.88,1.02,42.29,182.64,2389.05,8109.22,9.384,0.02,336,2223,100.0,14.82,8.8905,14
9,284,20.0036,0.7,100.0,491.19,607.11,1477.53,1243.86,9.35,13.62,336.84,2324.06,8729.47,1.08,44.08,316.92,2388.16,8073.79,9.1325,0.02,365,2324,100.0,24.73,14.8104,99
10,23,0.0024,0.0009,100.0,518.67,642.19,1594.14,1389.03,14.62,21.6,556.86,2388.09,9062.79,1.3,47.24,524.09,2388.1,8145.42,8.3521,0.03,393,2388,100.0,39.21,23.5212,162
11,82,42.0059,0.84,100.0,445.0,549.07,1351.33,1115.01,3.91,5.71,140.12,2211.99,8318.38,1.03,42.02,131.81,2388.06,8093.31,9.271,0.02,329,2212,100.0,10.73,6.355,143
12,270,42.0023,0.84,100.0,445.0,549.96,1366.18,1140.42,3.91,5.69,141.86,2212.46,8376.64,1.04,42.53,133.1,2388.63,8137.35,9.1308,0.02,333,2212,100.0,10.67,6.4124,7
13,227,20.0062,0.7,100.0,491.19,606.99,1482.89,1254.24,9.35,13.61,337.82,2324.11,8747.6,1.08,44.43,317.5,2388.25,8081.0,9.0999,0.02,365,2324,100.0,24.81,14.7455,71
14,102,42.0064,0.8401,100.0,445.0,549.04,1357.67,1125.77,3.91,5.71,138.96,2211.96,8325.7,1.02,42.24,130.28,2388.09,8085.19,9.3442,0.02,329,2212,100.0,10.61,6.3051,105
15,168,0.0022,0.0003,100.0,518.67,642.78,1595.25,1419.21,14.62,21.6,564.96,2388.41,9107.73,1.31,47.89,532.88,2388.42,8175.97,8.2378,0.03,395,2388,100.0,39.61,23.7069,12
16,240,25.0063,0.6218,60.0,462.54,536.87,1262.59,1044.72,7.05,9.01,176.16,1915.41,8011.46,0.94,36.52,164.79,2028.27,7875.65,10.8455,0.02,306,1915,84.93,14.34,8.6858,160
17,334,35.0013,0.84,100.0,449.44,555.36,1366.61,1125.0,5.48,7.99,195.3,2223.02,8364.49,1.03,41.96,184.42,2388.2,8075.92,9.2171,0.02,333,2223,100.0,14.88,9.0188,162
18,247,24.9986,0.62,60.0,462.54,536.56,1261.73,1043.42,7.05,9.01,176.92,1915.49,8017.55,0.94,36.5,165.44,2028.44,7879.39,10.8096,0.02,306,1915,84.93,14.59,8.5821,104
19,24,35.0028,0.84,100.0,449.44,555.62,1361.84,1120.05,5.48,7.99,194.5,2222.88,8345.53,1.02,41.58,183.41,2388.02,8063.98,9.3045,0.02,332,2223,100.0,14.87,8.9139,194
20,115,20.0043,0.7,100.0,491.19,607.88,1485.39,1253.8,9.35,13.66,334.12,2324.03,8714.7,1.07,44.45,314.72,2388.15,8055.67,9.2364,0.02,367,2324,100.0,24.44,14.6081,82
21,202,25.001,0.62,60.0,462.54,536.59,1259.51,1042.29,7.05,9.02,176.65,1915.49,8013.36,0.94,36.61,166.02,2028.33,7878.56,10.8056,0.02,306,1915,84.93,14.61,8.5191,91
22,158,9.9995,0.25,100.0,489.05,605.74,1514.05,1323.68,10.52,15.5,393.44,2319.1,8831.11,1.26,45.92,370.75,2388.31,8174.6,8.7303,0.03,373,2319,100.0,28.36,16.9783,11
23,162,9.9992,0.2517,100.0,489.05,605.53,1504.02,1319.85,10.52,15.5,393.98,2319.04,8791.64,1.26,45.58,370.66,2388.22,8138.5,8.6686,0.03,372,2319,100.0,28.42,17.0175,26
24,174,42.0005,0.8405,100.0,445.0,549.41,1354.62,1121.03,3.91,5.7,139.37,2212.05,8328.54,1.02,41.93,131.05,2388.13,8096.93,9.2661,0.02,329,2212,100.0,10.73,6.401,142
25,486,25.0012,0.6201,60.0,462.54,536.44,1261.68,1050.0,7.05,8.96,176.2,1915.78,8027.58,0.94,36.71,166.22,2028.63,7895.05,10.7038,0.02,307,1915,84.93,14.42,8.654,39
26,90,9.9999,0.2514,100.0,489.05,605.3,1502.81,1303.38,10.52,15.49,393.3,2318.91,8775.96,1.26,45.53,371.23,2388.11,8123.34,8.6449,0.03,369,2319,100.0,28.42,17.1609,92
27,144,42.0011,0.8411,100.0,445.0,550.08,1352.49,1135.63,3.91,5.72,138.5,2211.92,8324.58,1.02,42.28,130.62,2387.98,8086.39,9.3689,0.02,331,2212,100.0,10.7,6.2831,76
28,20,35.0014,0.8415,100.0,449.44,556.2,1366.22,1123.74,5.48,8.0,195.1,2222.81,8342.52,1.02,41.65,182.97,2387.95,8063.54,9.2714,0.02,334,2223,100.0,14.84,8.9647,124
29,216,25.0068,0.6219,60.0,462.54,537.12,1260.07,1043.02,7.05,9.0,176.9,1915.45,8013.87,0.94,36.34,165.08,2028.29,7872.96,10.8141,0.02,306,1915,84.93,14.35,8.615,64
30,229,24.9993,0.62,60.0,462.54,537.0,1253.38,1041.51,7.05,9.01,176.44,1915.39,8007.56,0.94,36.41,164.74,2028.29,7872.77,10.8147,0.02,307,1915,84.93,14.29,8.6735,118
31,134,10.0042,0.25,100.0,489.05,604.94,1514.83,1332.08,10.52,15.5,392.28,2319.15,8784.33,1.26,45.92,370.34,2388.35,8131.5,8.7454,0.03,372,2319,100.0,28.54,17.1391,6
32,260,25.0074,0.6213,60.0,462.54,536.76,1273.63,1056.59,7.05,9.03,175.01,1915.19,8003.56,0.94,37.06,164.52,2028.01,7870.8,10.9738,0.02,308,1915,84.93,14.19,8.5375,22
33,107,0.0013,0.0,100.0,518.67,642.09,1580.55,1392.5,14.62,21.59,552.67,2387.92,9045.6,1.3,47.1,521.34,2387.94,8134.85,8.3949,0.03,391,2388,100.0,38.93,23.4061,147
34,361,10.0015,0.25,100.0,489.05,604.95,1503.37,1302.91,10.52,15.45,395.01,2318.83,8784.65,1.26,45.22,372.68,2387.99,8136.23,8.5428,0.03,368,2319,100.0,28.77,17.1897,126
35,278,41.9991,0.841,100.0,445.0,550.31,1362.86,1123.55,3.91,5.72,137.87,2212.61,8362.37,1.02,42.37,130.49,2388.76,8123.99,9.3656,0.02,332,2212,100.0,10.47,6.2656,36
36,159,20.0017,0.7,100.0,491.19,607.32,1480.19,1257.83,9.35,13.64,337.4,2324.13,8737.09,1.08,44.18,318.31,2388.22,8074.41,9.1524,0.02,365,2324,100.0,24.77,14.8181,73
37,345,42.0067,0.84,100.0,445.0,549.61,1348.79,1122.91,3.91,5.69,139.31,2212.16,8338.27,1.03,42.25,131.77,2388.27,8105.48,9.214,0.02,330,2212,100.0,10.62,6.3707,89
38,125,35.0072,0.8416,100.0,449.44,555.97,1373.1,1136.67,5.48,8.0,193.88,2222.58,8327.98,1.02,42.21,182.09,2387.57,8041.55,9.4125,0.02,335,2223,100.0,14.56,8.7782,11
39,214,25.0019,0.62,60.0,462.54,536.57,1258.96,1048.75,7.05,9.02,176.74,1915.52,8022.25,0.94,36.71,166.65,2028.34,7887.08,10.7819,0.02,307,1915,84.93,14.42,8.7074,151
40,266,9.9992,0.2517,100.0,489.05,605.43,1507.69,1326.15,10.52,15.48,403.53,2319.52,8828.89,1.27,45.93,380.26,2388.76,8172.83,8.4813,0.03,371,2319,100.0,29.06,17.5029,10
41,414,20.0062,0.7,100.0,491.19,607.0,1480.21,1246.33,9.35,13.58,334.63,2323.91,8728.36,1.08,44.32,315.17,2388.04,8065.65,9.1474,0.02,364,2324,100.0,24.53,14.7139,97
42,200,9.9998,0.25,100.0,489.05,605.84,1513.1,1321.44,10.52,15.5,394.0,2319.09,8775.51,1.26,45.96,370.9,2388.3,8120.99,8.7236,0.03,371,2319,100.0,28.3,16.9693,30
43,120,9.9987,0.2501,100.0,489.05,604.98,1495.56,1308.7,10.52,15.49,394.74,2318.96,8778.81,1.26,45.35,371.55,2388.17,8118.84,8.6571,0.03,369,2319,100.0,28.41,17.2634,42
44,406,20.0017,0.7004,100.0,491.19,607.61,1489.6,1257.58,9.35,13.63,339.67,2324.4,8758.21,1.09,44.65,320.79,2388.48,8089.79,9.0859,0.02,367,2324,100.0,24.93,14.9157,60
45,78,10.0019,0.252,100.0,489.05,604.73,1504.51,1307.4,10.52,15.49,394.87,2318.92,8798.29,1.26,45.14,371.8,2388.14,8151.08,8.6696,0.03,368,2319,100.0,28.87,17.1259,85
46,37,20.0059,0.7014,100.0,491.19,607.85,1481.02,1252.82,9.35,13.65,334.89,2324.02,8730.66,1.08,44.45,314.78,2388.1,8058.66,9.2435,0.02,365,2324,100.0,24.41,14.6983,134
47,224,35.0014,0.841,100.0,449.44,555.88,1372.09,1140.67,5.48,8.0,194.79,2223.45,8378.59,1.02,42.17,182.24,2388.64,8099.11,9.4089,0.02,335,2223,100.0,14.78,8.8379,34
48,214,20.0047,0.701,100.0,491.19,607.18,1485.11,1247.77,9.35,13.61,336.73,2324.04,8736.18,1.08,44.28,316.36,2388.24,8075.13,9.1086,0.02,366,2324,100.0,24.76,14.8012,45
49,273,42.0046,0.84,100.0,445.0,549.8,1361.26,1132.36,3.91,5.7,141.02,2212.32,8352.21,1.04,42.3,132.83,2388.4,8117.83,9.1622,0.02,332,2212,100.0,10.72,6.459,24
50,206,20.0025,0.7,100.0,491.19,606.92,1475.5,1240.84,9.35,13.6,335.07,2323.9,8726.09,1.08,44.19,315.19,2388.01,8066.58,9.1433,0.02,365,2324,100.0,24.61,14.7833,86
51,137,42.0062,0.84,100.0,445.0,548.8,1339.87,1116.54,3.91,5.69,138.5,2211.97,8314.34,1.02,41.58,130.01,2388.03,8076.44,9.3383,0.02,326,2212,100.0,10.75,6.3986,119
52,58,25.0016,0.62,60.0,462.54,536.23,1247.78,1037.12,7.05,9.0,174.3,1915.2,7992.76,0.94,36.27,163.23,2028.04,7864.41,10.882,0.02,304,1915,84.93,14.37,8.5761,151
53,67,19.9995,0.7,100.0,491.19,607.81,1479.28,1244.33,9.35,13.66,334.82,2323.98,8725.85,1.07,44.17,315.01,2388.09,8065.07,9.2131,0.02,364,2324,100.0,24.68,14.6564,142
54,81,41.9987,0.8418,100.0,445.0,549.43,1351.29,1135.03,3.91,5.72,139.25,2211.89,8323.29,1.02,42.19,130.56,2387.93,8077.82,9.3922,0.02,333,2212,100.0,10.55,6.4707,176
55,103,25.0058,0.62,60.0,462.54,536.28,1258.66,1039.5,7.05,9.02,176.46,1915.45,8015.4,0.94,36.54,165.31,2028.23,7875.18,10.797,0.02,309,1915,84.93,14.29,8.6348,157
56,180,41.9982,0.84,100.0,445.0,548.96,1343.16,1123.97,3.91,5.7,139.09,2212.06,8336.57,1.02,41.83,131.32,2388.07,8092.47,9.305,0.02,329,2212,100.0,10.71,6.4318,67
57,121,10.0061,0.25,100.0,489.05,604.76,1485.66,1305.38,10.52,15.48,394.91,2318.85,8783.04,1.26,45.15,372.53,2388.02,8135.54,8.5907,0.03,368,2319,100.0,28.77,17.1466,97
58,185,0.0006,0.0,100.0,518.67,643.67,1599.47,1427.51,14.62,21.61,551.62,2388.31,9043.12,1.3,48.13,519.85,2388.27,8123.88,8.5089,0.03,397,2388,100.0,38.51,23.1912,8
59,37,35.0048,0.8414,100.0,449.44,555.47,1359.65,1117.96,5.48,8.0,194.72,2222.74,8336.23,1.02,42.02,182.59,2387.8,8059.43,9.318,0.02,333,2223,100.0,14.77,8.9042,154
60,135,20.0017,0.7006,100.0,491.19,607.06,1484.07,1247.54,9.35,13.64,336.82,2324.04,8733.81,1.08,44.19,317.14,2388.16,8070.02,9.1696,0.02,366,2324,100.0,24.64,14.7994,139
61,396,35.003,0.84,100.0,449.44,555.8,1370.75,1131.16,5.48,7.98,197.63,2223.39,8385.87,1.04,42.05,186.67,2388.53,8105.55,9.1453,0.02,336,2223,100.0,15.08,9.0258,51
62,240,25.003,0.6215,60.0,462.54,537.35,1260.79,1041.99,7.05,9.0,177.59,1915.63,8025.6,0.94,36.73,166.8,2028.49,7893.8,10.7712,0.02,309,1915,84.93,14.45,8.7464,33
63,158,0.003,0.0012,100.0,518.67,641.57,1581.7,1398.62,14.62,21.61,553.43,2388.03,9066.66,1.3,47.37,522.32,2387.99,8145.87,8.4196,0.03,392,2388,100.0,38.86,23.4465,184
64,251,25.0039,0.62,60.0,462.54,536.95,1266.23,1051.01,7.05,9.02,177.31,1915.54,8024.16,0.94,36.62,166.82,2028.55,7885.78,10.7557,0.02,306,1915,84.93,14.64,8.6887,46
65,186,20.005,0.7,100.0,491.19,607.45,1487.85,1265.7,9.35,13.6,340.32,2324.4,8763.36,1.09,44.79,320.26,2388.51,8096.36,9.0501,0.03,367,2324,100.0,24.8,14.8616,12
66,97,10.0032,0.2508,100.0,489.05,604.9,1498.15,1312.15,10.52,15.49,394.06,2318.95,8775.83,1.26,45.51,371.85,2388.18,8126.44,8.6951,0.03,371,2319,100.0,28.6,17.1557,133
67,150,34.9987,0.8401,100.0,449.44,555.57,1375.63,1142.17,5.48,8.0,193.82,2222.77,8343.1,1.02,42.27,182.83,2387.84,8052.2,9.3555,0.02,336,2223,100.0,14.83,8.8275,46
68,241,0.0025,0.0001,100.0,518.67,642.7,1591.13,1414.97,14.62,21.61,552.8,2388.08,9108.98,1.3,47.45,521.52,2388.03,8192.08,8.4454,0.03,394,2388,100.0,38.72,23.3754,46
69,162,20.0057,0.7,100.0,491.19,608.22,1491.42,1260.96,9.35,13.66,333.81,2324.26,8757.31,1.08,44.96,314.52,2388.41,8099.38,9.306,0.03,367,2324,100.0,24.13,14.6367,12
70,190,35.0078,0.84,100.0,449.44,555.97,1366.72,1133.18,5.48,7.98,197.56,2223.3,8376.46,1.04,42.0,185.92,2388.49,8096.64,9.1472,0.02,335,2223,100.0,15.13,9.0388,33
71,292,25.0059,0.6203,60.0,462.54,536.84,1266.48,1056.65,7.05,9.0,178.59,1915.69,8040.65,0.94,36.97,167.45,2028.64,7897.6,10.6735,0.02,310,1915,84.93,14.53,8.8302,15
72,118,0.0016,0.0017,100.0,518.67,642.43,1583.22,1396.89,14.62,21.59,553.68,2387.95,9052.63,1.3,47.15,522.08,2387.98,8132.87,8.4018,0.03,392,2388,100.0,39.15,23.3869,176
73,149,35.0007,0.84,100.0,449.44,556.2,1368.27,1140.9,5.48,8.0,194.64,2223.56,8386.51,1.02,42.03,183.38,2388.65,8092.4,9.3741,0.02,337,2223,100.0,14.93,8.8707,23
74,223,20.0032,0.7001,100.0,491.19,606.51,1480.72,1238.77,9.35,13.6,333.76,2323.85,8724.22,1.07,44.19,314.32,2388.01,8062.85,9.1383,0.02,363,2324,100.0,24.5,14.6837,89
75,203,42.0,0.8403,100.0,445.0,549.25,1349.58,1116.72,3.91,5.71,139.23,2211.99,8327.02,1.03,41.94,130.85,2388.18,8097.27,9.2915,0.02,332,2212,100.0,10.78,6.3927,124
76,48,41.9981,0.841,100.0,445.0,549.44,1346.23,1122.73,3.91,5.71,139.12,2211.9,8320.52,1.02,41.86,130.54,2387.93,8082.67,9.3087,0.02,328,2212,100.0,10.69,6.4455,163
77,108,42.0038,0.84,100.0,445.0,549.64,1354.84,1138.08,3.91,5.72,138.25,2211.6,8313.37,1.02,42.21,130.18,2387.67,8067.57,9.3968,0.02,332,2212,100.0,10.67,6.2655,25
78,106,20.0037,0.7,100.0,491.19,606.88,1488.67,1256.01,9.35,13.65,334.4,2323.9,8720.1,1.07,44.3,315.04,2388.02,8052.65,9.2458,0.02,367,2324,100.0,24.4,14.6964,74
79,184,24.9983,0.62,60.0,462.54,536.99,1260.0,1036.85,7.05,9.02,177.19,1915.46,8018.69,0.94,36.41,165.44,2028.38,7880.63,10.7671,0.02,306,1915,84.93,14.39,8.5884,78
80,112,34.9988,0.84,100.0,449.44,555.65,1371.63,1123.54,5.48,8.0,194.56,2223.13,8363.27,1.02,41.89,183.04,2388.26,8082.95,9.3098,0.02,333,2223,100.0,14.74,8.8404,114
81,60,0.0026,0.0014,100.0,518.67,642.07,1582.06,1404.97,14.62,21.61,554.1,2388.04,9069.24,1.3,47.19,522.28,2388.05,8154.38,8.4523,0.03,391,2388,100.0,39.0,23.4122,96
82,146,25.006,0.62,60.0,462.54,537.04,1270.54,1061.73,7.05,9.03,175.87,1915.39,8017.75,0.94,37.01,164.3,2028.32,7878.11,10.984,0.02,310,1915,84.93,14.19,8.5134,10
83,274,42.0063,0.84,100.0,445.0,549.21,1351.74,1119.46,3.91,5.7,139.73,2212.03,8324.73,1.02,41.92,130.5,2388.16,8088.86,9.2799,0.02,329,2212,100.0,10.71,6.4726,172
84,88,20.0018,0.7,100.0,491.19,607.0,1473.69,1247.9,9.35,13.62,334.49,2323.85,8723.24,1.07,44.13,315.22,2387.99,8055.71,9.1771,0.02,364,2324,100.0,24.51,14.756,166
85,174,9.9986,0.2519,100.0,489.05,604.16,1502.9,1295.83,10.52,15.46,395.16,2318.88,8778.23,1.26,44.92,372.25,2388.03,8130.95,8.5667,0.03,369,2319,100.0,28.73,17.209,115
86,254,42.0056,0.84,100.0,445.0,549.54,1353.83,1128.42,3.91,5.71,140.91,2212.14,8352.37,1.04,42.37,132.79,2388.35,8112.8,9.2239,0.02,332,2212,100.0,10.9,6.4965,70
87,167,42.0058,0.8409,100.0,445.0,549.47,1346.66,1116.72,3.91,5.7,138.84,2212.0,8321.28,1.02,41.94,130.69,2388.15,8095.94,9.2564,0.02,329,2212,100.0,10.59,6.48,94
